descrip1art,codbarras,principio_activo,concentracion,forma_farmaceutica,blister,origen,generico,fabricante,cantidad_presentacion,usuario,status,usuario_root,status2,PA_Alter_FF,PA_Alter_CON,LastUpdated,timestamp2,timestamp1,principio_activo_Des,concentracion_Des,forma_farmaceutica_Des,origen_Des,fabricante_Des,principio_activo_Score,concentracion_Score,forma_farmaceutica_Score,blister_Score,origen_Score,generico_Score,fabricante_Score,cantidad_presentacion_Score,Score_Final,blister_Des,generico_Des,cantidad_presentacion_Des,patrocinador,patrocinador_Des,patrocinador_Score,origen_dato,codigo_atc,indicaciones,contraindicaciones,almacenamiento,requiere_recipe,marca,marca_Des,marca_Score,contenido_neto,contenido_neto_Des,contenido_neto_Score,codigo_atc_Des,codigo_atc_Score,requiere_recipe_Des,requiere_recipe_Score,segmento_etario,segmento_etario_Des,segmento_etario_Score,es_medicamento,es_medicamento_Score,url_imagen,clasificacion_insumo_Des,elasticidad_demanda,elasticidad_demanda_Des
PENASTIM 500 mg solución inyectable,0000075971199,,,80,,,,,1,,,,,,,2026-06-19 16:27:42.176666,,,,500 mg,Inyectable,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,PENASTIM,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Selenil Tratamiento Capilar Hidratación Anticaspa 108 ml,0000075971724,,,,,,,,1,,,,,,,2026-06-19 16:27:42.173333,,,,,,,,,,,,,,,,,,,108 ml,,,,IA_FULL_ATTR_V1,,,,,,,Selenil,,,108 ml,,,,,,NO_DEFINIDO,,,False,,,Cosmético,,
Rexona Desodorante Roll On V8 50g,0000078923454,,,,,,,,1,,,,,,,2026-06-19 16:27:42.173333,,,,,Roll On,,,,,,,,,,,,,,50g,,,,IA_FULL_ATTR_V1,,,,,,,Rexona,,,50g,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Desodorante Rexona Xtra Cool Roll On 48 horas 50 ml,0000078929395,,,,,,,,1,,,,,,,2026-06-19 16:27:42.173333,,,,,Roll On,,,,,,,,,,,,,,50 ml,,,,IA_FULL_ATTR_V1,,,,,,,Rexona,,,50 ml,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
"Durobrix condón clásico, 3 unidades",0000090191039,,,,,,,,3,,,,,,,2026-06-19 16:27:42.173333,,,,,,,,,,,,,,,,,,,3 unidades,,,,IA_FULL_ATTR_V1,,,,,,,Durobrix,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
Alcohol antiséptico 70% v/v 250 ml Tralofarma,0000090311048,,,,,,,,1,,,,,,,2026-06-19 16:27:42.173333,,,Alcohol,70% v/v,Solución,,,,,,,,,,,,,,250 ml,,,,IA_FULL_ATTR_V1,,,,,,,Tralofarma,,,250 ml,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
Alcohol antiséptico 70% v/v 120 ml Tralofarma,0000090311055,,,,,,,,1,,,,,,,2026-06-19 16:27:42.173333,,,Alcohol,70% v/v,Solución,,,,,,,,,,,,,,120 ml,,,,IA_FULL_ATTR_V1,,,,,,,Tralofarma,,,120 ml,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
Alcohol antiséptico 70% v/v 1000 ml Tralofarma,0000090311062,,,,,,,,1,,,,,,,2026-06-19 16:27:42.176666,,,Alcohol,70% v/v,Solución,,,,,,,,,,,,,,1000 ml,,,,IA_FULL_ATTR_V1,,,,,,,Tralofarma,,,1000 ml,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
"Alcohol antiséptico 70% v/v, 3785 ml, Tralofarma",0000090311079,,,,,,,,1,,,,,,,2026-06-19 16:27:42.173333,,,Alcohol,70% v/v,Solución,,,,,,,,,,,,,,3785 ml,,,,IA_FULL_ATTR_V1,,,,,,,Tralofarma,,,3785 ml,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
NEBULIZADOR PORTATIL ADULTO MASCARILLA,00001,,,,,,,,1,,True,,,,,2024-09-18 20:30:00.890000,,,,,,,,,,,,,,,,,0,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,True,,,,,,,,,,,ADULTO,,,False,,,Equipo Médico,,
Silla de ruedas estándar,00001116407955,,,,,,,,1,,,,,,,2026-06-19 16:27:42.173333,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Equipo Médico,,
NEBULIZADOR CON MASCARA BRIXMEDICA,00002,,,,,,,,1,,True,,,,,2025-12-08 20:30:00.816666,,,,,,,,,,,,,,,,,0,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,True,,BRIXMEDICA,,7,,,,,,,ADULTO,,,False,,,Equipo Médico,,
Jabón íntimo femenino Eternal 236 ml,0000255254340,,,,,,,,1,,,,,,,2026-06-19 16:27:42.173333,,,,,,,,,,,,,,,,,,,236 ml,,,,IA_FULL_ATTR_V1,,,,,,,Eternal,,,236 ml,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
CORTA UÑA PEQUEÑO,00003,,,,,,,,1,,True,,,,,2026-01-21 20:30:00.900000,,,,,,,,,,,,,,,,,0,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,True,,,,7,,,,,,,ADULTO,,,False,,,Higiene Personal,,
DICLOFENAC POTASICO 25 MG/5 ML X60 ZAKI,00004,405,1093,45,,10,,1123,60,,True,,,"CREMA(5), GOTAS(10), INYECTA(14), JARABE(15), POLVO (20), SUPOSIT(26), TAB(27), TAB DIS(28), TAB LP(29)","0.02 MG(16), 0.15 MG(68), 1 G(136), 1 MG/50 MG(170), 1.8 MG(205), 100 MG(253), 12.5 MG(319), 15 MG(348), 25 MG(501), 46.5 MG(700), 50 MG(750), 75 MG(904)",2024-08-22 20:30:01.066666,,,Diclofenac Potásico,25 mg/5 ml,Solución,,No especificado,,,,,,,,,,0,0,60 ml,,,,IA_FULL_ATTR_V1,M01AB05,,,,True,,ZAKI,,61,60ml,,,,False,,Adulto,,,True,,,Medicamento,,
COLAYTE TARRO 69.57 G,0000456,886,1188,100,,10,,1052,1,,True,,,,,2024-09-17 20:30:00.650000,,,POLIETILENGLICOL,,POLVO PARA SOLUCION ORAL,USA,No especificado,,,,,,,,,,0,0,1 unidad,,,,IA_FULL_ATTR_V1,A06AD15,,,,True,,COLAYTE,,63,69.57 g,,,,False,,ADULTO,KIDS,,False,,,Otro,,
"Reservorio de bulbo de silicona Eurocare de 100 ml, referencia 2258100.",0002258100013,,,,,,,,1,,,,,,,2026-06-19 16:27:42.176666,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Eurocare,,,100 ml,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
"Drenaje acanalado redondo Eurocare 10 Fr con trócar, 1 unidad.",0002285310010,,,,,,,,1,,,,,,,2026-06-19 16:27:42.176666,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Eurocare,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
Bolsa de sangre triple Demotek de 450 ml.,0002412510,,,,,,,,1,,,,,,,2026-06-19 16:27:42.173333,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Demotek,,,450 ml,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
Jabón íntimo femenino Eternal de 8 onzas,000255254340,,,,,,,,1,,,,,,,2026-06-19 16:27:42.173333,,,,,,,,,,,,,,,,,,,8 onzas,,,,IA_FULL_ATTR_V1,,,,,,,Eternal,,,8 onzas,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
AMP BETAMETASONA 4 MGX1 FV,0004,169,1060,139,,10,,1124,1,,True,,,,,2024-10-14 20:30:00.520000,,,Betametasona,4 mg,Ampolla,,No especificado,,,,,,,,,,0,0,1 ampolla,,,,IA_FULL_ATTR_V1,H02AB01,,,,True,,,,2,,,,,False,,General,,,True,,,Medicamento,,
"Inmovilizador de hombro ambidiestro con 3 asas, talla M, 1 unidad.",0004025070116,,,,,,,,1,,,,,,,2026-06-19 16:27:42.176666,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
"Inmovilizador de hombro ambidiestro con 3 asas, talla L, 1 unidad SV Medical.",0004025070123,,,,,,,,1,,,,,,,2026-06-19 16:27:42.176666,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,SV Medical,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
"Inmovilizador de hombro ambidiestro con 3 asas, talla S, SV Medical.",0004025070130,,,,,,,,1,,,,,,,2026-06-19 16:27:42.176666,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,SV Medical,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
"Inmovilizador de hombro ambidiestro con 3 asas, talla XL, 1 unidad.",0004025070147,,,,,,,,1,,,,,,,2026-06-19 16:27:42.176666,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
"Cabestrillo inmovilizador de hombro SV Medical, talla P",0005679051650,,,,,,,,1,,,,,,,2026-06-19 16:27:42.176666,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,SV Medical,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
"Cabestrillo inmovilizador de hombro SV Medical, talla S.",0005679051667,,,,,,,,1,,,,,,,2026-06-19 16:27:42.176666,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,SV Medical,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
"Cabestrillo inmovilizador de hombro SV Medical, talla M.",0005679051674,,,,,,,,1,,,,,,,2026-06-19 16:27:42.176666,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,SV Medical,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
"Cabestrillo inmovilizador de hombro SV Medical, talla L",0005679051681,,,,,,,,1,,,,,,,2026-06-19 16:27:42.176666,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,SV Medical,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
AMP BETAMETASONA 8 MG X1 FV,0008,169,1082,139,,10,,1124,1,,True,,,,,2024-10-14 20:30:00.520000,,,Betametasona,8 mg,Ampolla,,No especificado,,,,,,,,,,0,0,1 ampolla,,,,IA_FULL_ATTR_V1,H02AB01,,,,True,,,,32,,,H02AB01,,True,,General,,,True,,,Medicamento,,
Hidrocortisona 500mg inyectable (IV/IM) de Drotafarma,001004002941515,585,,,,,,,1,,,,,,,2026-06-19 16:27:42.176666,,,Hidrocortisona,500mg,Inyectable,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Drotafarma,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Alcohol absoluto extrafino Farmagenik 120 ml,0011344402221,,,,,,,,1,,,,,,,2026-06-19 16:27:42.176666,,,Alcohol,,Solución,,,,,,,,,,,,,,120 ml,,,,IA_FULL_ATTR_V1,,,,,,,Farmagenik,,,120 ml,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
Alcohol absoluto extrafino Farmagenik 500 ml,0011344403228,,,,,,,,1,,,,,,,2026-06-19 16:27:42.176666,,,Alcohol,,Solución,,,,,,,,,,,,,,500 ml,,,,IA_FULL_ATTR_V1,,,,,,,Farmagenik,,,500 ml,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
OXIMETRO DE PULSO,0012,,,,,,,,1,,True,,,,,2025-12-18 20:30:00.416666,,,,,,,,,,,,,,,,,0,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,True,,,,7,,,,,,,ADULTO,,,False,,,Equipo Médico,,
"Collarín blando Dispromed, talla S.",0012380971047,,,,,,,,1,,,,,,,2026-06-19 16:27:42.176666,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Dispromed,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
"Collarín blando Dispromed, talla L.",0012380971061,,,,,,,,1,,,,,,,2026-06-19 16:27:42.176666,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Dispromed,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
"Collarín blando Dispromed, talla XL.",0012380971078,,,,,,,,1,,,,,,,2026-06-19 16:27:42.176666,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Dispromed,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
"Corrector de postura o soporte clavicular Dispromed, talla L",0012380971108,,,,,,,,1,,,,,,,2026-06-19 16:27:42.176666,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Dispromed,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
"Collarín blando Dispromed, talla XXL",0012380971993,,,,,,,,1,,,,,,,2026-06-19 16:27:42.176666,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Dispromed,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
Mentonera de neopreno talla única Dispromed,0012380972877,,,,,,,,1,,,,,,,2026-06-19 16:27:42.176666,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Dispromed,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
Pepto-Bismol 525mg/30ml suspensión oral 236ml,0020800753050,,,67,,,,,1,,,,,,,2026-06-19 16:27:42.176666,,,,525mg/30ml,Suspensión,,,,,,,,,,,,,,236ml,,,,IA_FULL_ATTR_V1,,,,,,,Pepto-Bismol,,,236ml,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Pepto-Bismol 525 mg/30 ml solución oral 118 ml,0020800753067,,,80,,,,,1,,,,,,,2026-06-19 16:27:42.176666,,,,525 mg/30 ml,Solución,,,,,,,,,,,,,,118 ml,,,,IA_FULL_ATTR_V1,,,,,,,Pepto-Bismol,,,118 ml,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
"Metamucil sabor naranja, frasco de 174 g.",0020800790253,,,,,,,,1,,,,,,,2026-06-19 16:27:42.176666,,,,,,,,,,,,,,,,,,,174 g,,,,IA_FULL_ATTR_V1,,,,,,,Metamucil,,,174 g,,,,,,NO_DEFINIDO,,,False,,,Suplemento Alimenticio,,
Teofilina 100 mg x 10 tabletas,0021241259262,1004,,27,,,,,10,,,,,,,2026-06-19 16:27:42.176666,,,Teofilina,100 mg,Tableta,,,,,,,,,,,,,,10 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Betadex 0.1% 15g,0021281083261,,,,,,,,1,,,,,,,2026-06-19 16:27:42.176666,,,,0.1%,,,,,,,,,,,,,,,15g,,,,IA_FULL_ATTR_V1,,,,,,,Betadex,,,15g,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Elok 0.1% crema 20g,0021281084282,,,62,,,,,1,,,,,,,2026-06-19 16:27:42.180000,,,,0.1%,Crema,,,,,,,,,,,,,,20g,,,,IA_FULL_ATTR_V1,,,,,,,Elok,,,20g,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Empagliflozina 10 mg x 30 tabletas,0021281086200,2253,,27,,,,,30,,,,,,,2026-06-19 16:27:42.176666,,,Empagliflozina,10 mg,Tableta,,,,,,,,,,,,,,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Empagliflozina 25 mg x 30 tabletas,0021281086217,2253,,27,,,,,30,,,,,,,2026-06-19 16:27:42.180000,,,Empagliflozina,25 mg,Tableta,,,,,,,,,,,,,,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Testomix (mezcla de testosterona) 1ml x 10 ampollas Eminence Labs,0021281086293,1008,,129,,,,,10,,,,,,,2026-06-19 16:27:42.180000,,,Testosterona,,Inyectable,,,,,,,,,,,,,,10 ampollas,,,,IA_FULL_ATTR_V1,,,,,,,Eminence Labs,,,1ml,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
SUERO DE REHIDRATACION ORAL ZAKI,00220,341,1017,126,,10,,1123,1,,True,,,,,2024-08-16 20:30:00.673333,,,CITRATO DE SODIO-CLORURO DE POTASIO-CLORURO DE SODIO-GLUCOSA,,Solución,INDIA,No especificado,,,,,,,,,,0,0,1 unidad,,,,IA_FULL_ATTR_V1,A07CA,Indicaciones CNIS Equivalencias Vademecum Actualidad CNIS Medicamentos Principios Activos Monografías ATC Laboratorios Indicaciones Indicaciones CNIS Equivalencias Vademecum Cerrar   X Vademecum Box C,,,True,,ZAKI,,35,,,A07BC,,False,,ADULTO,NiÃ±os y adultos,,False,,,Suplemento Alimenticio,,
Champú OGX Coconut Curls 385ml,0022796900906,,,93,,,,,1,,,,,,,2026-06-19 16:27:42.180000,,,,,,,,,,,,,,,,,,,385ml,,,,IA_FULL_ATTR_V1,,,,,,,OGX,,,385ml,,,,,,NO_DEFINIDO,,,False,,,Cosmético,,
Acondicionador OGX Coconut Curls 385ml,0022796900920,,,,,,,,1,,,,,,,2026-06-19 16:27:42.180000,,,,,,,,,,,,,,,,,,,385ml,,,,IA_FULL_ATTR_V1,,,,,,,OGX,,,385ml,,,,,,NO_DEFINIDO,,,False,,,Cosmético,,
Acondicionador OGX Argan Oil of Morocco 385ml,0022796916129,,,,,,,,1,,,,,,,2026-06-19 16:27:42.180000,,,,,,,,,,,,,,,,,,,385ml,,,,IA_FULL_ATTR_V1,,,,,,,OGX,,,385ml,,,,,,NO_DEFINIDO,,,False,,,Cosmético,,
ADHESIVO MICROPORE 1/2X10YD BLANCO,002435,,,,,,,,1,,True,,,,,2025-06-24 20:30:01.100000,,,,,,,,,,,,,,,,,0,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,True,,MICROPORE,,4,,,,,,,ADULTO,,,False,,,Material Médico,,
Nesquik Chocolate 570g Nestlé,0028000428433,,,,,,,,1,,,,,,,2026-06-19 16:27:42.180000,,,,,,,,,,,,,,,,,,,570g,,,,IA_FULL_ATTR_V1,,,,,,,Nestlé,,,570g,,,,,,NO_DEFINIDO,,,False,,,Alimento,,
"Nescafé Clásico Decaf, café soluble descafeinado, tarro 100g, Nestlé.",0028000544652,,,,,,,,1,,,,,,,2026-06-19 16:27:42.180000,,,,,,,,,,,,,,,,,,,100g,,,,IA_FULL_ATTR_V1,,,,,,,Nestlé,,,100g,,,,,,NO_DEFINIDO,,,False,,,Alimento,,
Nesquik Fresa 532g Nestlé,0028000846794,,,,,,,,1,,,,,,,2026-06-19 16:27:42.180000,,,,,,,,,,,,,,,,,,,532g,,,,IA_FULL_ATTR_V1,,,,,,,Nestlé,,,532g,,,,,,NO_DEFINIDO,,,False,,,Alimento,,
Kit de cirujano talla M 40G KD Medical,0036782,,,,,,,,1,,,,,,,2026-06-19 16:27:42.180000,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,KD Medical,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
TORNIQUETE 46X2.5CM DYNREX,00456,,,,,,,,1,,True,,,,,2024-08-21 20:30:00.883333,,,,,,,,,,,,,,,,,0,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,True,,DYNREX,,7,,,,,,,ADULTO,,,False,,,Material Médico,,
Aspirador nasal y jeringa para oído Nuby 0m+ Ref. 172,0048526001729,,,,,,,,1,,,,,,,2026-06-19 16:27:42.180000,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Nuby,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
"Mordedera de llaves Nuby para alivio de encías, 3 meses en adelante.",0048526004553,,,,,,,,1,,,,,,,2026-06-19 16:27:42.180000,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Nuby,,,,,,,,,NO_DEFINIDO,,,False,,,Otro,,
Set de cepillo y peine Nuby 0M+,0048526007110,,,,,,,,1,,,,,,,2026-06-19 16:27:42.180000,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Nuby,,,,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Vaso con pitillo retráctil Nuby Thirsty Kids 360ml para mayores de 18 meses.,0048526013579,,,,,,,,1,,,,,,,2026-06-19 16:27:42.180000,,,,,,,,,,,,,,,,,,,360ml,,,,IA_FULL_ATTR_V1,,,,,,,Nuby,,,360ml,,,,,,NO_DEFINIDO,,,False,,,Otro,,
"Alimentador Nuby para comidas suaves, a partir de 10 meses.",0048526053971,,,,,,,,1,,,,,,,2026-06-19 16:27:42.183333,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Nuby,,,,,,,,,NO_DEFINIDO,,,False,,,Otro,,
"Contenedor de merienda Nuby con tapa supersuave, apto para mayores de 12 meses.",0048526055647,,,,,,,,1,,,,,,,2026-06-19 16:27:42.180000,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Nuby,,,,,,,,,NO_DEFINIDO,,,False,,,Otro,,
Chupón de silicona ovalado Nuby 0-6 meses (Ref. 5836SFSN),0048526058365,,,,,,,,1,,,,,,,2026-06-19 16:27:42.180000,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Nuby,,,,,,,,,NO_DEFINIDO,,,False,,,Otro,,
Sujetachupetes Nuby con asa para bebés desde 0 meses,0048526059997,,,,,,,,1,,,,,,,2026-06-19 16:27:42.180000,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Nuby,,,,,,,,,NO_DEFINIDO,,,False,,,Otro,,
Set de 2 chupones de silicona 3D Nuby para bebés de 0 meses en adelante.,0048526086887,,,,,,,,2,,,,,,,2026-06-19 16:27:42.180000,,,,,,,,,,,,,,,,,,,2 chupones,,,,IA_FULL_ATTR_V1,,,,,,,Nuby,,,,,,,,,NO_DEFINIDO,,,False,,,Otro,,
"Vaso térmico Nuby de 300 ml con luz, para bebés de 6 meses en adelante.",0048526105601,,,,,,,,1,,,,,,,2026-06-19 16:27:42.180000,,,,,,,,,,,,,,,,,,,300 ml,,,,IA_FULL_ATTR_V1,,,,,,,Nuby,,,300 ml,,,,,,NO_DEFINIDO,,,False,,,Otro,,
"Vaso de entrenamiento Nuby Wonder 360º, 300 ml, para mayores de 12 meses.",0048526106202,,,,,,,,1,,,,,,,2026-06-19 16:27:42.180000,,,,,,,,,,,,,,,,,,,300 ml,,,,IA_FULL_ATTR_V1,,,,,,,Nuby,,,300 ml,,,,,,NO_DEFINIDO,,,False,,,Otro,,
Extractor de leche manual Nuby de 90 ml,0048526676590,,,,,,,,1,,,,,,,2026-06-19 16:27:42.180000,,,,,,,,,,,,,,,,,,,90 ml,,,,IA_FULL_ATTR_V1,,,,,,,Nuby,,,90 ml,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
Australian Gold Bronzing Accelerator Lotion Biosine Complex 237ml,0054402250563,,,,,,,,1,,,,,,,2026-06-19 16:27:42.180000,,,,,Loción,,,,,,,,,,,,,,237ml,,,,IA_FULL_ATTR_V1,,,,,,,Australian Gold,,,237ml,,,,,,NO_DEFINIDO,,,False,,,Cosmético,,
Australian Gold Instant Bronzer SPF 30 Spray 170g,0054402330845,,,57,,,,,1,,,,,,,2026-06-19 16:27:42.180000,,,,,Aerosol,,,,,,,,,,,,,,170g,,,,IA_FULL_ATTR_V1,,,,,,,Australian Gold,,,170g,,,,,,NO_DEFINIDO,,,False,,,Cosmético,,
Australian Gold Loción Protector Solar SPF 30 Resistente al Agua 80 min 237ml,0054402330869,,,116,,,,,1,,,,,,,2026-06-19 16:27:42.180000,,,,,Loción,,,,,,,,,,,,,,237ml,,,,IA_FULL_ATTR_V1,,,,,,,Australian Gold,,,237ml,,,,,,NO_DEFINIDO,,,False,,,Cosmético,,
"Protector solar facial Australian Gold SPF 50 resistente al agua (80 min), 14g.",0054402330982,,,,,,,,1,,,,,,,2026-06-19 16:27:42.180000,,,,,Crema,,,,,,,,,,,,,,14g,,,,IA_FULL_ATTR_V1,,,,,,,Australian Gold,,,14g,,,,,,NO_DEFINIDO,,,False,,,Cosmético,,
Kit de cirujano talla S 40g KD Medical,0062762,,,,,,,,1,,,,,,,2026-06-19 16:27:42.180000,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,KD Medical,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
SONDA NELATON # 16,00770,,,,,,,,1,,True,,,,,2024-11-22 20:30:01.120000,,,,,,,,,,,,,,,,,0,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,True,,,,7,,,,,,,ADULTO,,,False,,,Material Médico,,
Cepillo quirúrgico desechable.,0080010038684,,,,,,,,1,,,,,,,2026-06-19 16:27:42.180000,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Descartable,,
Tapones para los oídos 3M,0080529120632,,,,,,,,1,,,,,,,2026-06-19 16:27:42.180000,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,3M,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
BOLSA DE ORINA ADULT 2000ML SEBIS,00810965020452,,1054,,False,,False,,1,,True,,,,,2025-08-28 20:30:00.950000,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,0,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,True,SEBIS,SEBIS,1.0,,2000ml,,,,,,ADULTO,,,False,,,Material Médico,1.0,MUY BAJA
Sonda de alimentación Levin 14FG,00810965021749,,,,,,,,1,,,,,,,2026-06-19 16:27:42.180000,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Levin,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
Kit de glucómetro digital Easy Touch,0084960807015,,,,,,,,1,,,,,,,2026-06-19 16:27:42.180000,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Easy Touch,,,,,,,,,NO_DEFINIDO,,,False,,,Equipo Médico,,
"Tiras reactivas Easy Touch, caja de 50 unidades.",0084960807053,,,,,,,,50,,,,,,,2026-06-19 16:27:42.180000,,,,,,,,,,,,,,,,,,,50 unidades,,,,IA_FULL_ATTR_V1,,,,,,,Easy Touch,,,,,,,,,NO_DEFINIDO,,,False,,,Reactivo,,
Suavitel Baby 1.9 L,0095587112307,,,,,,,,1,,,,,,,2026-06-19 16:27:42.183333,,,,,,,,,,,,,,,,,,,1.9 L,,,,IA_FULL_ATTR_V1,,,,,,,Suavitel,,,1.9 L,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
"Jabón Protex Men Active Sports, pack de 3 unidades de 110g.",0099176922650,,,,,,,,3,,,,,,,2026-06-19 16:27:42.183333,,,,,,,,,,,,,,,,,,,3 unidades,,,,IA_FULL_ATTR_V1,,,,,,,Protex,,,110g,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
